t,pos_deg,spd_erpm,cur_a,temp_c,err
5.814615726470947,2648.0,0.0,0.0,34,0
5.834553480148315,2648.0,0.0,0.0,34,0
5.8551859855651855,2648.0,0.0,0.0,34,0
5.874592542648315,2648.0,0.0,0.0,34,0
5.894953966140747,2648.0,0.0,0.0,34,0
5.914896488189697,2648.0,0.0,0.0,34,0
5.9345526695251465,2648.0,0.0,0.0,34,0
5.955257892608643,2648.0,0.0,0.0,34,0
5.974531650543213,2648.0,0.0,0.0,34,0
5.995381593704224,2648.0,0.0,0.0,34,0
